,Movie Name,Year of Release,Run Time,Rating,Metascore,Genre,Votes,Gross,Description
799,Apollo 13,(I) (1995),140 min,7.7,77,"Adventure, Drama, History","305,331",$173.84M,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
800,Man on Fire,-2004,146 min,7.7,47,"Action, Crime, Drama","374,182",$77.91M,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect."
801,Halloween,-1978,91 min,7.7,87,"Horror, Thriller","290,496",$47.00M,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
802,Argo,-2012,120 min,7.7,86,"Biography, Drama, Thriller","627,251",$136.03M,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
803,Toy Story 4,-2019,100 min,7.7,84,"Animation, Adventure, Comedy","265,393",$434.04M,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
804,First Blood,-1982,93 min,7.7,61,"Action, Adventure, Thriller","264,293",$47.21M,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
805,Training Day,-2001,122 min,7.7,69,"Action, Crime, Drama","453,230",$76.63M,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
806,The Boondock Saints,-1999,108 min,7.7,44,"Action, Thriller","244,337",$0.03M,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
807,Zulu,-1964,138 min,7.7,77,"Drama, History, War","41,195",%^%^%^,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.
808,Sense and Sensibility,-1995,136 min,7.7,84,"Drama, Romance","120,863",$43.18M,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
809,What's Eating Gilbert Grape,-1993,118 min,7.7,73,Drama,"245,611",$9.17M,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.
810,Midnight in Paris,-2011,94 min,7.7,81,"Comedy, Fantasy, Romance","437,054",$56.82M,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight."
811,This Is England,-2006,101 min,7.7,86,"Crime, Drama","125,603",$0.33M,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
812,Wreck-It Ralph,-2012,101 min,7.7,72,"Animation, Adventure, Comedy","440,865",$189.42M,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
813,Crash,(I) (2004),112 min,7.7,66,"Crime, Drama, Thriller","443,399",$54.58M,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
814,Sound of Metal,-2019,120 min,7.7,82,"Drama, Music","139,058",%^%^%^,A heavy metal drummer's life is turned upside down when he begins to lose his hearing and he must confront a future filled with silence.
815,The Bourne Supremacy,-2004,108 min,7.7,73,"Action, Mystery, Thriller","475,640",$176.24M,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive."
816,The Fault in Our Stars,-2014,126 min,7.7,69,"Drama, Romance","389,547",$124.87M,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.
817,Gravity,-2013,91 min,7.7,96,"Drama, Sci-Fi, Thriller","843,784",$274.09M,Two astronauts work together to survive after an accident leaves them stranded in space.
818,As Good as It Gets,-1997,139 min,7.7,67,"Comedy, Drama, Romance","309,129",$148.48M,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
819,Dirty Harry,-1971,102 min,7.7,87,"Action, Crime, Thriller","162,908",$35.90M,"When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath."
820,The French Connection,-1971,104 min,7.7,94,"Action, Crime, Drama","128,760",$15.63M,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal."
821,The Boy in the Striped Pajamas,-2008,94 min,7.7,55,"Drama, War","232,144",$9.03M,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences."
822,The Magnificent Seven,-1960,128 min,7.7,74,"Action, Adventure, Drama","98,977",$4.91M,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.
823,Glengarry Glen Ross,-1992,100 min,7.7,82,"Crime, Drama, Mystery","111,334",$10.73M,An examination of the machinations behind the scenes at a real estate office.
824,A Man Called Ove,-2015,116 min,7.7,70,"Comedy, Drama, Romance","64,302",$3.48M,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
825,Evil Dead II,-1987,84 min,7.7,72,"Comedy, Horror","175,105",$5.92M,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
826,Philadelphia,-1993,125 min,7.7,66,Drama,"250,293",$77.32M,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
827,The Color Purple,-1985,154 min,7.7,78,Drama,"91,434",$98.47M,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.
828,Empire of the Sun,-1987,153 min,7.7,62,"Drama, War","130,755",$22.24M,A young English boy struggles to survive under Japanese occupation of China during World War II.
829,Lucky Number Slevin,-2006,110 min,7.7,53,"Crime, Drama, Thriller","320,043",$22.49M,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him."
830,The Trial of the Chicago 7,-2020,129 min,7.7,76,"Drama, History, Thriller","185,735",%^%^%^,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois."
831,When Harry Met Sally...,-1989,95 min,7.7,76,"Comedy, Drama, Romance","229,997",$92.82M,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
832,The Theory of Everything,-2014,123 min,7.7,71,"Biography, Drama, Romance","466,394",$35.89M,A look at the relationship between the famous physicist Stephen Hawking and his wife.
833,Naked,-1993,131 min,7.7,85,"Comedy, Drama","41,859",$1.77M,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.
834,Open Your Eyes,-1997,119 min,7.7,****,"Drama, Mystery, Sci-Fi","71,505",$0.37M,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
835,Detachment,-2011,98 min,7.7,52,Drama,"92,920",$0.07M,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.
836,Billy Elliot,-2000,110 min,7.7,74,"Drama, Music","139,069",$22.00M,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
837,Star Trek II: The Wrath of Khan,-1982,113 min,7.7,68,"Action, Adventure, Sci-Fi","126,023",$78.91M,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
838,Fried Green Tomatoes,-1991,130 min,7.7,64,Drama,"78,600",$82.42M,A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.
839,Serpico,-1973,130 min,7.7,81,"Biography, Crime, Drama","129,168",$29.80M,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.
840,Kung Fu Hustle,-2004,99 min,7.7,78,"Action, Comedy, Fantasy","145,614",$17.11M,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
841,Being John Malkovich,-1999,113 min,7.7,90,"Comedy, Drama, Fantasy","345,454",$22.86M,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
842,Adaptation.,-2002,115 min,7.7,83,"Comedy, Drama","198,002",$22.25M,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.
843,Bonnie and Clyde,-1967,111 min,7.7,86,"Action, Biography, Crime","117,170",%^%^%^,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
844,Wait Until Dark,-1967,108 min,7.7,81,Thriller,"32,387",$17.55M,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.
845,Goldfinger,-1964,110 min,7.7,87,"Action, Adventure, Thriller","196,715",$51.08M,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
846,Badlands,-1973,94 min,7.7,93,"Action, Crime, Drama","75,848",%^%^%^,"An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands."
847,Happiness,-1998,134 min,7.7,81,"Comedy, Drama","72,528",$2.81M,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection."
848,The Name of the Rose,-1986,130 min,7.7,54,"Drama, Mystery, Thriller","112,412",$7.15M,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.
849,The Dirty Dozen,-1967,150 min,7.7,73,"Action, Adventure, War","76,590",$45.30M,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers."
850,Clerks,-1994,92 min,7.7,70,Comedy,"228,044",$3.15M,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
851,The Wind Rises,-2013,126 min,7.7,83,"Animation, Biography, Drama","91,435",$5.21M,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II."
852,The Verdict,-1982,129 min,7.7,77,Drama,"43,495",$54.00M,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling."
853,Flipped,(I) (2010),90 min,7.7,45,"Comedy, Drama, Romance","94,079",$1.75M,Two eighth-graders start to have feelings for each other despite being total opposites.
854,Paprika,-2006,90 min,7.7,81,"Animation, Drama, Fantasy","88,737",$0.88M,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it."
855,Ordinary People,-1980,124 min,7.7,86,Drama,"54,775",$54.80M,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son."
856,Finding Neverland,-2004,106 min,7.7,67,"Biography, Drama, Family","209,414",$51.68M,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.
857,"South Park: Bigger, Longer & Uncut",-1999,81 min,7.7,73,"Animation, Comedy, Fantasy","210,566",$52.04M,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
858,The Longest Day,-1962,178 min,7.7,75,"Action, Drama, History","57,753",$39.10M,"The events of D-Day, told on a grand scale from both the Allied and German points of view."
859,The Great Beauty,-2013,141 min,7.7,86,Drama,"94,586",$2.85M,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty."
860,Malcolm X,-1992,202 min,7.7,73,"Biography, Drama, History","98,720",$48.17M,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination."
861,Roma,-2018,135 min,7.7,96,Drama,"164,587",%^%^%^,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.
862,Miller's Crossing,-1990,115 min,7.7,66,"Crime, Drama, Thriller","138,794",$5.08M,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
863,Belle de Jour,-1967,100 min,7.7,****,"Drama, Romance","46,859",$0.03M,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
864,Run Lola Run,-1998,80 min,7.7,77,"Action, Crime, Thriller","203,011",$7.27M,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
865,Fantastic Planet,-1973,72 min,7.7,73,"Animation, Sci-Fi","34,535",$0.19M,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders."
866,The Vanishing,-1988,107 min,7.7,****,"Mystery, Thriller","41,259",%^%^%^,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor."
867,The Last Emperor,-1987,163 min,7.7,76,"Biography, Drama, History","107,846",$43.98M,"Bernardo Bertolucci's Oscar-winning dramatisation of the life story of China's last emperor, Pu Yi."
868,Fantasia,-1940,124 min,7.7,96,"Animation, Family, Fantasy","100,450",$76.41M,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
869,The Quiet Man,-1952,129 min,7.7,85,"Comedy, Drama, Romance","40,721",$10.55M,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union."
870,Black Book,-2006,145 min,7.7,71,"Drama, Thriller, War","78,742",$4.40M,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
871,Mother,-2009,129 min,7.7,79,"Crime, Drama, Mystery","68,212",$0.55M,A mother desperately searches for the killer who framed her son for a girl's horrific murder.
872,Beasts of No Nation,-2015,137 min,7.7,79,"Drama, War","84,476",$0.08M,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
873,Short Cuts,-1993,188 min,7.7,81,"Comedy, Drama","46,333",$6.11M,The day-to-day lives of several suburban Los Angeles residents.
874,Kubo and the Two Strings,-2016,101 min,7.7,84,"Animation, Action, Adventure","134,637",$48.02M,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.
875,The African Queen,-1951,105 min,7.7,91,"Adventure, Drama, Romance","81,822",$0.54M,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship."
876,Me and Earl and the Dying Girl,-2015,105 min,7.7,74,"Comedy, Drama, Romance","135,233",$6.74M,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
877,Jules and Jim,-1962,105 min,7.7,97,"Drama, Romance","43,221",%^%^%^,Decades of a love triangle concerning two friends and an impulsive woman.
878,Porco Rosso,-1992,94 min,7.7,83,"Animation, Adventure, Comedy","95,191",%^%^%^,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig."
879,Breathless,-1960,90 min,7.7,****,"Crime, Drama","85,134",$0.34M,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy."
880,The Man from Nowhere,-2010,119 min,7.7,****,"Action, Crime, Drama","72,411",$0.01M,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.
881,Nebraska,-2013,115 min,7.7,86,Drama,"120,641",$17.65M,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize."
882,Hard Boiled,-1992,128 min,7.7,****,"Action, Crime, Thriller","52,433",%^%^%^,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
883,Hedwig and the Angry Inch,-2001,95 min,7.7,85,"Comedy, Drama, Music","36,678",$3.03M,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
884,Hamlet,-1996,242 min,7.7,****,Drama,"39,114",$4.41M,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
885,When Marnie Was There,-2014,103 min,7.7,72,"Animation, Drama, Family","44,258",$0.77M,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie."
886,Invasion of the Body Snatchers,-1956,80 min,7.7,92,"Drama, Horror, Sci-Fi","52,525",%^%^%^,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
887,Happy Together,-1997,96 min,7.7,70,"Drama, Romance","32,075",$0.19M,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.
888,Good Bye Lenin!,-2003,121 min,7.7,68,"Comedy, Drama, Romance","149,766",$4.06M,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
889,Evil,-2003,113 min,7.7,61,Drama,"40,313",$0.02M,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
890,Waking Life,-2001,99 min,7.7,84,"Animation, Drama, Fantasy","65,769",$2.89M,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.
891,A Man for All Seasons,-1966,120 min,7.7,72,"Biography, Drama, History","36,075",$28.35M,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
892,Perfect Strangers,-2016,96 min,7.7,****,"Comedy, Drama","68,524",%^%^%^,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles."
893,Night on Earth,-1991,129 min,7.7,68,"Comedy, Drama","63,376",$2.02M,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
894,The Broken Circle Breakdown,-2012,111 min,7.7,70,"Drama, Music, Romance","42,168",$0.18M,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial."
895,The Double Life of Véronique,-1991,98 min,7.7,86,"Drama, Fantasy, Music","51,119",$2.00M,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
896,The Triplets of Belleville,-2003,80 min,7.7,91,"Animation, Adventure, Comedy","55,949",$7.00M,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
897,Scarface,-1932,93 min,7.7,90,"Action, Crime, Drama","29,255",%^%^%^,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall."
898,Cape Fear,-1962,106 min,7.7,76,"Drama, Thriller","30,543",%^%^%^,A lawyer's family is stalked by a man he once helped put in jail.
899,Down by Law,-1986,107 min,7.7,75,"Comedy, Crime, Drama","53,620",$1.44M,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
900,Black Narcissus,-1947,101 min,7.7,86,Drama,"26,381",%^%^%^,"A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad."
901,The Little Prince,-2015,108 min,7.7,70,"Animation, Adventure, Drama","64,608",$1.34M,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince."
902,Marty,-1955,90 min,7.7,****,"Drama, Romance","25,762",%^%^%^,A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.
903,Key Largo,-1948,100 min,7.7,****,"Action, Crime, Drama","42,753",%^%^%^,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other."
904,The Lady Vanishes,-1938,96 min,7.7,98,"Mystery, Thriller","55,082",%^%^%^,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train."
905,The Magdalene Sisters,-2002,114 min,7.7,83,Drama,"27,888",$4.89M,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
906,Frost/Nixon,-2008,122 min,7.7,80,"Biography, Drama, History","110,512",$18.59M,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
907,The Motorcycle Diaries,-2004,126 min,7.7,75,"Adventure, Biography, Drama","103,264",$16.78M,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.
908,The Salesman,-2016,124 min,7.7,85,"Drama, Thriller","62,811",$2.40M,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections."
909,Confessions,-2010,106 min,7.7,****,"Drama, Thriller","40,753",%^%^%^,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.
910,Joint Security Area,-2000,110 min,7.7,58,"Action, Drama, Thriller","32,547",%^%^%^,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
911,After the Wedding,-2006,120 min,7.7,78,Drama,"35,884",$0.41M,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret."
912,Dreams,-1990,119 min,7.7,****,"Drama, Fantasy","27,786",$1.96M,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.
913,Taste of Cherry,-1997,95 min,7.7,80,Drama,"33,773",$0.31M,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.
914,Adam's Apples,-2005,94 min,7.7,51,"Comedy, Crime, Drama","52,703",$0.00M,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.
915,The Caine Mutiny,-1954,124 min,7.7,63,"Drama, War","28,861",$21.75M,"When a U.S. Naval captain shows signs of mental instability that jeopardises the ship, the first officer is urged to consider relieving him of command."
916,The Girl Who Leapt Through Time,-2006,98 min,7.7,66,"Animation, Adventure, Comedy","68,739",%^%^%^,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
917,The Purple Rose of Cairo,-1985,82 min,7.7,75,"Comedy, Fantasy, Romance","53,309",$10.63M,"In 1935 New Jersey, a movie character walks off the screen and into the real world."
918,The Experiment,-2001,120 min,7.7,60,"Drama, Thriller","95,132",$0.14M,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence."
919,Fireworks,-1997,103 min,7.7,83,"Crime, Drama, Romance","31,919",$0.23M,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
920,In America,-2002,105 min,7.7,76,Drama,"43,806",$15.54M,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
921,The Muppet Christmas Carol,-1992,85 min,7.7,64,"Comedy, Drama, Family","64,444",$27.28M,The Muppets present their own touching rendition of Charles Dickens' classic tale.
922,The Breadwinner,-2017,94 min,7.7,78,"Animation, Drama, Family","27,245",$0.31M,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family."
923,Love and Death,-1975,85 min,7.7,89,"Comedy, War","39,796",%^%^%^,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon."
924,Zelig,-1983,79 min,7.7,****,Comedy,"43,186",$11.80M,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people."
925,The Past,-2013,130 min,7.7,85,"Drama, Mystery","49,989",$1.33M,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce."
926,The Edge of Heaven,-2007,122 min,7.7,85,Drama,"32,850",$0.74M,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
927,Once Upon a Time in Hollywood,-2019,161 min,7.6,83,"Comedy, Drama","787,254",$142.50M,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
928,Harry Potter and the Sorcerer's Stone,-2001,152 min,7.6,65,"Adventure, Family, Fantasy","816,032",$317.58M,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
929,Guardians of the Galaxy Vol. 2,-2017,136 min,7.6,67,"Action, Adventure, Comedy","724,879",$389.81M,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego."
930,American Psycho,-2000,102 min,7.6,64,"Crime, Drama, Horror","665,001",$15.07M,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
931,Deadpool 2,-2018,119 min,7.6,66,"Action, Adventure, Comedy","611,727",$324.59M,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
932,Watchmen,-2009,162 min,7.6,56,"Action, Drama, Mystery","565,841",$107.51M,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
933,Kick-Ass,-2010,117 min,7.6,66,"Action, Comedy, Crime","578,294",$48.07M,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
934,300,-2006,117 min,7.6,52,"Action, Drama","841,133",$210.61M,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
935,A Star Is Born,-2018,136 min,7.6,88,"Drama, Music, Romance","401,225",$215.29M,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
936,Superbad,-2007,113 min,7.6,76,Comedy,"605,064",$121.46M,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
937,Sicario,-2015,121 min,7.6,82,"Action, Crime, Drama","449,696",$46.89M,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
938,Stardust,-2007,127 min,7.6,66,"Adventure, Family, Fantasy","278,460",$38.63M,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
939,Office Space,-1999,89 min,7.6,68,Comedy,"277,750",$10.82M,Three company workers who hate their jobs decide to rebel against their greedy boss.
940,The Fifth Element,-1997,126 min,7.6,52,"Action, Adventure, Sci-Fi","488,824",$63.54M,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
941,Mulan,-1998,87 min,7.6,71,"Animation, Adventure, Comedy","302,078",$120.62M,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
942,The Thin Red Line,-1998,170 min,7.6,78,"Drama, History, War","193,928",$36.40M,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
943,Moneyball,-2011,133 min,7.6,87,"Biography, Drama, Sport","443,828",$75.61M,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
944,Saw,-2004,103 min,7.6,46,"Horror, Mystery, Thriller","438,338",$56.00M,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
