,Movie Name,Year of Release,Run Time,Rating,Metascore,Genre,Votes,Gross,Description
400,Baahubali: The Beginning,-2015,159 min,8,****,"Action, Drama","131,123",$6.74M,"A child from the Mahishmati kingdom is raised by tribal people and one day learns about his royal heritage, his father's bravery in battle and a mission to overthrow the incumbent ruler."
401,Annie Hall,-1977,93 min,8,92,"Comedy, Romance","271,277",$39.20M,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages."
402,The Last Picture Show,-1971,118 min,8,93,"Drama, Romance","50,365",$29.13M,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically."
403,The Night of the Hunter,-1955,92 min,8,97,"Crime, Drama, Film-Noir","93,124",$0.65M,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery."
404,Roman Holiday,-1953,118 min,8,78,"Comedy, Romance","143,205",%^%^%^,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
405,Papillon,-1973,151 min,8,58,"Biography, Crime, Drama","134,807",$53.27M,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape."
406,Fiddler on the Roof,-1971,181 min,8,67,"Drama, Family, Musical","45,798",$80.50M,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village."
407,Solaris,-1972,167 min,8,93,"Drama, Mystery, Sci-Fi","95,033",%^%^%^,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.
408,Pink Floyd: The Wall,-1982,95 min,8,47,"Drama, Fantasy, Music","83,407",$22.24M,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
409,8½,-1963,138 min,8,93,Drama,"121,773",$0.05M,A harried movie director retreats into his memories and fantasies.
410,What Ever Happened to Baby Jane?,-1962,134 min,8,75,"Drama, Horror, Thriller","59,235",$4.05M,A former child star torments her paraplegic sister in their decaying Hollywood mansion.
411,La Dolce Vita,-1960,174 min,8,95,"Comedy, Drama","75,922",$19.52M,A series of stories following a week in the life of a philandering tabloid journalist living in Rome.
412,The Straight Story,-1999,112 min,8,86,"Biography, Drama","93,677",$6.20M,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
413,"Quo Vadis, Aida?",-2020,101 min,8,97,"Drama, History, War","36,241",%^%^%^,"Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp."
414,The Maltese Falcon,-1941,100 min,8,97,"Crime, Film-Noir, Mystery","163,042",$2.11M,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered."
415,Cinderella Man,-2005,144 min,8,69,"Biography, Drama, Romance","193,134",$61.65M,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world."
416,Wolfwalkers,-2020,103 min,8,87,"Animation, Action, Adventure","35,822",%^%^%^,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.
417,Gandhi,-1982,191 min,8,79,"Biography, Drama, History","236,778",$52.77M,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
418,Wings of Desire,-1987,128 min,8,79,"Drama, Fantasy, Romance","73,832",$3.33M,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal."
419,Fitzcarraldo,-1982,158 min,8,****,"Adventure, Drama","36,828",%^%^%^,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
420,The Hustler,-1961,134 min,8,90,"Drama, Sport","84,590",$8.28M,An up-and-coming pool player plays a long-time champion in a single high-stakes match.
421,High Noon,-1952,85 min,8,89,"Drama, Thriller, Western","107,473",$9.45M,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train."
422,Mirror,-1975,107 min,8,82,"Biography, Drama","49,607",$0.18M,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation."
423,The Cabinet of Dr. Caligari,-1920,67 min,8,****,"Horror, Mystery, Thriller","67,075",%^%^%^,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders."
424,Who's Afraid of Virginia Woolf?,-1966,131 min,8,75,Drama,"77,895",%^%^%^,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night."
425,Anatomy of a Murder,-1959,161 min,8,95,"Drama, Mystery","68,793",$11.90M,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?"
426,Infernal Affairs,-2002,101 min,8,75,"Action, Crime, Drama","128,186",$0.17M,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
427,Touch of Evil,-1958,95 min,8,99,"Crime, Drama, Film-Noir","107,340",$2.24M,"A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town."
428,The Leopard,-1963,186 min,8,100,"Drama, History","27,562",%^%^%^,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily."
429,Stalag 17,-1953,120 min,8,84,"Comedy, Drama, War","57,305",%^%^%^,"After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer."
430,The Legend of 1900,-1998,169 min,8,58,"Drama, Music, Romance","67,082",$0.26M,"A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land."
431,Song of the Sea,-2014,93 min,8,85,"Animation, Adventure, Drama","61,057",$0.86M,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
432,Le Samouraï,-1967,101 min,8,****,"Crime, Drama, Thriller","54,083",$0.04M,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.
433,Elite Squad,-2007,115 min,8,33,"Action, Crime, Drama","107,220",$0.01M,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
434,Secrets & Lies,-1996,136 min,8,91,"Comedy, Drama","45,388",$13.42M,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
435,The Tale of The Princess Kaguya,-2013,137 min,8,89,"Animation, Drama, Family","50,287",$1.51M,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
436,Out of the Past,-1947,97 min,8,85,"Crime, Drama, Film-Noir","39,286",%^%^%^,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames."
437,Nostalghia,-1983,125 min,8,****,Drama,"28,699",$0.01M,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved."
438,The Diving Bell and the Butterfly,-2007,112 min,8,92,"Biography, Drama","109,084",$5.99M,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.
439,Nobody Knows,-2004,141 min,8,88,Drama,"29,684",$0.68M,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
440,Sweet Smell of Success,-1957,96 min,8,100,"Drama, Film-Noir","34,159",%^%^%^,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
441,Brief Encounter,-1945,86 min,8,92,"Drama, Romance","42,191",%^%^%^,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband."
442,Dilwale Dulhania Le Jayenge,-1995,181 min,8,****,"Drama, Romance","73,470",%^%^%^,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt."
443,My Sassy Girl,-2001,137 min,8,****,"Comedy, Drama, Romance","49,480",%^%^%^,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
444,The Sea Inside,(I) (2004),126 min,8,74,"Biography, Drama","83,685",$2.09M,"The factual story of Spaniard Ramon Sampedro, who fought a 28-year campaign in favor of euthanasia and his own right to die."
445,Departures,-2008,130 min,8,68,Drama,"53,666",$1.50M,A newly unemployed cellist takes a job preparing the dead for funerals.
446,Persepolis,-2007,96 min,8,90,"Animation, Biography, Drama","97,551",$4.45M,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
447,Cries & Whispers,-1972,91 min,8,****,Drama,"35,693",$1.74M,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface."
448,Sleuth,-1972,138 min,8,****,"Mystery, Thriller","49,023",$4.08M,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results."
449,La strada,-1954,108 min,8,****,Drama,"65,088",%^%^%^,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way."
